timestamp,label,workload,threads,tps,p95_latency,avg_latency,total_queries,errors,rc,status,cpu_pct,mem_pct,disk_io_mbps
2026-04-01T04:16:37Z,d8s_v5_rocky_direct,oltp_read_only,16,1195.80,27.66,13.38,2296176,0,0,ok,0.0,0.0,0.00
2026-04-01T04:18:37Z,d8s_v5_rocky_direct,oltp_read_only,32,1203.07,41.85,26.59,2310432,0,0,ok,0.0,0.0,0.00
2026-04-01T04:20:37Z,d8s_v5_rocky_direct,oltp_read_only,64,1230.19,69.29,52.02,2362672,0,0,ok,0.0,0.0,0.00
2026-04-01T04:22:37Z,d8s_v5_rocky_direct,oltp_read_only,128,1224.24,123.28,104.52,2352096,0,0,ok,0.0,0.0,0.00
2026-04-01T04:24:37Z,d8s_v5_rocky_direct,oltp_read_only,256,1228.70,235.74,208.22,2362384,0,0,ok,0.0,0.0,0.00
2026-04-01T04:26:38Z,d8s_v5_rocky_direct,oltp_write_only,16,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:38Z,d8s_v5_rocky_direct,oltp_write_only,32,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:38Z,d8s_v5_rocky_direct,oltp_write_only,64,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:38Z,d8s_v5_rocky_direct,oltp_write_only,128,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:38Z,d8s_v5_rocky_direct,oltp_write_only,256,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:38Z,d8s_v5_rocky_direct,oltp_read_write,16,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:39Z,d8s_v5_rocky_direct,oltp_read_write,32,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:39Z,d8s_v5_rocky_direct,oltp_read_write,64,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:39Z,d8s_v5_rocky_direct,oltp_read_write,128,,,,,,0,ok,0.0,0.0,0.00
2026-04-01T04:26:39Z,d8s_v5_rocky_direct,oltp_read_write,256,,,,,,0,ok,0.0,0.0,0.00
